Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS State Code,FIPS County Code
Micropolitan Statistical Area,Richmond County,North Carolina,37,153
Micropolitan Statistical Area,Aransas County,Texas,48,007
Micropolitan Statistical Area,Sweetwater County,Wyoming,56,037
Metropolitan Statistical Area,Edgecombe County,North Carolina,37,065
Metropolitan Statistical Area,Nash County,North Carolina,37,127
Micropolitan Statistical Area,Phelps County,Missouri,29,161
Metropolitan Statistical Area,Floyd County,Georgia,13,115
Micropolitan Statistical Area,Douglas County,Oregon,41,019
Micropolitan Statistical Area,Chaves County,New Mexico,35,005
Micropolitan Statistical Area,Lincoln County,New Mexico,35,027
Micropolitan Statistical Area,Pope County,Arkansas,05,115
Micropolitan Statistical Area,Yell County,Arkansas,05,149
Micropolitan Statistical Area,Lincoln Parish,Louisiana,22,061
Micropolitan Statistical Area,Rutland County,Vermont,50,021
Metropolitan Statistical Area,El Dorado County,California,06,017
Metropolitan Statistical Area,Placer County,California,06,061
Metropolitan Statistical Area,Sacramento County,California,06,067
Metropolitan Statistical Area,Yolo County,California,06,113
Micropolitan Statistical Area,Graham County,Arizona,04,009
Metropolitan Statistical Area,Saginaw County,Michigan,26,145
Metropolitan Statistical Area,Benton County,Minnesota,27,009
Metropolitan Statistical Area,Stearns County,Minnesota,27,145
Metropolitan Statistical Area,Washington County,Utah,49,053
Metropolitan Statistical Area,Doniphan County,Kansas,20,043
Metropolitan Statistical Area,Andrew County,Missouri,29,003
Metropolitan Statistical Area,Buchanan County,Missouri,29,021
Metropolitan Statistical Area,DeKalb County,Missouri,29,063
Metropolitan Statistical Area,Bond County,Illinois,17,005
Metropolitan Statistical Area,Calhoun County,Illinois,17,013
Metropolitan Statistical Area,Clinton County,Illinois,17,027
Metropolitan Statistical Area,Jersey County,Illinois,17,083
Metropolitan Statistical Area,Macoupin County,Illinois,17,117
Metropolitan Statistical Area,Madison County,Illinois,17,119
Metropolitan Statistical Area,Monroe County,Illinois,17,133
Metropolitan Statistical Area,St. Clair County,Illinois,17,163
Metropolitan Statistical Area,Franklin County,Missouri,29,071
Metropolitan Statistical Area,Jefferson County,Missouri,29,099
Metropolitan Statistical Area,Lincoln County,Missouri,29,113
Metropolitan Statistical Area,St. Charles County,Missouri,29,183
Metropolitan Statistical Area,St. Louis County,Missouri,29,189
Metropolitan Statistical Area,Warren County,Missouri,29,219
Metropolitan Statistical Area,St. Louis city,Missouri,29,510
Micropolitan Statistical Area,Camden County,Georgia,13,039
Micropolitan Statistical Area,Elk County,Pennsylvania,42,047
Micropolitan Statistical Area,Columbiana County,Ohio,39,029
Metropolitan Statistical Area,Marion County,Oregon,41,047
Metropolitan Statistical Area,Polk County,Oregon,41,053
Micropolitan Statistical Area,Ottawa County,Kansas,20,143
Micropolitan Statistical Area,Saline County,Kansas,20,169
Metropolitan Statistical Area,Monterey County,California,06,053
Metropolitan Statistical Area,Sussex County,Delaware,10,005
Metropolitan Statistical Area,Somerset County,Maryland,24,039
Metropolitan Statistical Area,Wicomico County,Maryland,24,045
Metropolitan Statistical Area,Worcester County,Maryland,24,047
Metropolitan Statistical Area,Salt Lake County,Utah,49,035
Metropolitan Statistical Area,Tooele County,Utah,49,045
Metropolitan Statistical Area,Irion County,Texas,48,235
Metropolitan Statistical Area,Sterling County,Texas,48,431
Metropolitan Statistical Area,Tom Green County,Texas,48,451
Metropolitan Statistical Area,Atascosa County,Texas,48,013
Metropolitan Statistical Area,Bandera County,Texas,48,019
Metropolitan Statistical Area,Bexar County,Texas,48,029
Metropolitan Statistical Area,Comal County,Texas,48,091
Metropolitan Statistical Area,Guadalupe County,Texas,48,187
Metropolitan Statistical Area,Kendall County,Texas,48,259
Metropolitan Statistical Area,Medina County,Texas,48,325
Metropolitan Statistical Area,Wilson County,Texas,48,493
Metropolitan Statistical Area,San Diego County,California,06,073
Micropolitan Statistical Area,Bonner County,Idaho,16,017
Micropolitan Statistical Area,Erie County,Ohio,39,043
Micropolitan Statistical Area,Lee County,North Carolina,37,105
Metropolitan Statistical Area,Alameda County,California,06,001
Metropolitan Statistical Area,Contra Costa County,California,06,013
Metropolitan Statistical Area,San Francisco County,California,06,075
Metropolitan Statistical Area,San Mateo County,California,06,081
Metropolitan Statistical Area,Marin County,California,06,041
Metropolitan Statistical Area,Cabo Rojo Municipio,Puerto Rico,72,023
Metropolitan Statistical Area,Lajas Municipio,Puerto Rico,72,079
Metropolitan Statistical Area,Sabana Grande Municipio,Puerto Rico,72,121
Metropolitan Statistical Area,San Germán Municipio,Puerto Rico,72,125
Metropolitan Statistical Area,San Benito County,California,06,069
Metropolitan Statistical Area,Santa Clara County,California,06,085
Metropolitan Statistical Area,Aguas Buenas Municipio,Puerto Rico,72,007
Metropolitan Statistical Area,Aibonito Municipio,Puerto Rico,72,009
Metropolitan Statistical Area,Barceloneta Municipio,Puerto Rico,72,017
Metropolitan Statistical Area,Barranquitas Municipio,Puerto Rico,72,019
Metropolitan Statistical Area,Bayamón Municipio,Puerto Rico,72,021
Metropolitan Statistical Area,Caguas Municipio,Puerto Rico,72,025
Metropolitan Statistical Area,Canóvanas Municipio,Puerto Rico,72,029
Metropolitan Statistical Area,Carolina Municipio,Puerto Rico,72,031
Metropolitan Statistical Area,Cataño Municipio,Puerto Rico,72,033
Metropolitan Statistical Area,Cayey Municipio,Puerto Rico,72,035
Metropolitan Statistical Area,Ceiba Municipio,Puerto Rico,72,037
Metropolitan Statistical Area,Ciales Municipio,Puerto Rico,72,039
Metropolitan Statistical Area,Cidra Municipio,Puerto Rico,72,041
Metropolitan Statistical Area,Comerío Municipio,Puerto Rico,72,045
Metropolitan Statistical Area,Corozal Municipio,Puerto Rico,72,047
Metropolitan Statistical Area,Dorado Municipio,Puerto Rico,72,051
Metropolitan Statistical Area,Fajardo Municipio,Puerto Rico,72,053
Metropolitan Statistical Area,Florida Municipio,Puerto Rico,72,054
Metropolitan Statistical Area,Guaynabo Municipio,Puerto Rico,72,061
Metropolitan Statistical Area,Gurabo Municipio,Puerto Rico,72,063
Metropolitan Statistical Area,Humacao Municipio,Puerto Rico,72,069
Metropolitan Statistical Area,Juncos Municipio,Puerto Rico,72,077
Metropolitan Statistical Area,Las Piedras Municipio,Puerto Rico,72,085
Metropolitan Statistical Area,Loíza Municipio,Puerto Rico,72,087
Metropolitan Statistical Area,Luquillo Municipio,Puerto Rico,72,089
Metropolitan Statistical Area,Manatí Municipio,Puerto Rico,72,091
Metropolitan Statistical Area,Maunabo Municipio,Puerto Rico,72,095
Metropolitan Statistical Area,Morovis Municipio,Puerto Rico,72,101
Metropolitan Statistical Area,Naguabo Municipio,Puerto Rico,72,103
Metropolitan Statistical Area,Naranjito Municipio,Puerto Rico,72,105
Metropolitan Statistical Area,Orocovis Municipio,Puerto Rico,72,107
Metropolitan Statistical Area,Río Grande Municipio,Puerto Rico,72,119
Metropolitan Statistical Area,San Juan Municipio,Puerto Rico,72,127
Metropolitan Statistical Area,San Lorenzo Municipio,Puerto Rico,72,129
Metropolitan Statistical Area,Toa Alta Municipio,Puerto Rico,72,135
Metropolitan Statistical Area,Toa Baja Municipio,Puerto Rico,72,137
Metropolitan Statistical Area,Trujillo Alto Municipio,Puerto Rico,72,139
Metropolitan Statistical Area,Vega Alta Municipio,Puerto Rico,72,143
Metropolitan Statistical Area,Vega Baja Municipio,Puerto Rico,72,145
Metropolitan Statistical Area,Yabucoa Municipio,Puerto Rico,72,151
Metropolitan Statistical Area,San Luis Obispo County,California,06,079
Metropolitan Statistical Area,Santa Cruz County,California,06,087
Metropolitan Statistical Area,Santa Fe County,New Mexico,35,049
Micropolitan Statistical Area,Santa Isabel Municipio,Puerto Rico,72,133
Metropolitan Statistical Area,Santa Barbara County,California,06,083
Metropolitan Statistical Area,Sonoma County,California,06,097
Micropolitan Statistical Area,Chippewa County,Michigan,26,033
Metropolitan Statistical Area,Bryan County,Georgia,13,029
Metropolitan Statistical Area,Chatham County,Georgia,13,051
Metropolitan Statistical Area,Effingham County,Georgia,13,103
Micropolitan Statistical Area,Bradford County,Pennsylvania,42,015
Micropolitan Statistical Area,Banner County,Nebraska,31,007
Micropolitan Statistical Area,Scotts Bluff County,Nebraska,31,157
Micropolitan Statistical Area,Sioux County,Nebraska,31,165
Micropolitan Statistical Area,Jackson County,Alabama,01,071
Micropolitan Statistical Area,Scott County,Indiana,18,143
Metropolitan Statistical Area,Lackawanna County,Pennsylvania,42,069
Metropolitan Statistical Area,Luzerne County,Pennsylvania,42,079
Metropolitan Statistical Area,Wyoming County,Pennsylvania,42,131
Micropolitan Statistical Area,White County,Arkansas,05,145
Metropolitan Statistical Area,King County,Washington,53,033
Metropolitan Statistical Area,Snohomish County,Washington,53,061
Metropolitan Statistical Area,Pierce County,Washington,53,053
Metropolitan Statistical Area,Indian River County,Florida,12,061
Metropolitan Statistical Area,Highlands County,Florida,12,055
Micropolitan Statistical Area,Pettis County,Missouri,29,159
Micropolitan Statistical Area,Snyder County,Pennsylvania,42,109
Micropolitan Statistical Area,Dallas County,Alabama,01,047
Micropolitan Statistical Area,Oconee County,South Carolina,45,073
Micropolitan Statistical Area,Seneca County,New York,36,099
Micropolitan Statistical Area,Sevier County,Tennessee,47,155
Micropolitan Statistical Area,Jackson County,Indiana,18,071
Micropolitan Statistical Area,Menominee County,Wisconsin,55,078
Micropolitan Statistical Area,Shawano County,Wisconsin,55,115
Micropolitan Statistical Area,Pottawatomie County,Oklahoma,40,125
Metropolitan Statistical Area,Sheboygan County,Wisconsin,55,117
Micropolitan Statistical Area,Cleveland County,North Carolina,37,045
Micropolitan Statistical Area,Bedford County,Tennessee,47,003
Micropolitan Statistical Area,Mason County,Washington,53,045
Micropolitan Statistical Area,Sheridan County,Wyoming,56,033
Metropolitan Statistical Area,Grayson County,Texas,48,181
Micropolitan Statistical Area,Navajo County,Arizona,04,017
Metropolitan Statistical Area,Bossier Parish,Louisiana,22,015
Metropolitan Statistical Area,Caddo Parish,Louisiana,22,017
Metropolitan Statistical Area,De Soto Parish,Louisiana,22,031
Micropolitan Statistical Area,Shelby County,Ohio,39,149
Metropolitan Statistical Area,Cochise County,Arizona,04,003
Micropolitan Statistical Area,Scott County,Missouri,29,201
Micropolitan Statistical Area,Grant County,New Mexico,35,017
Metropolitan Statistical Area,Woodbury County,Iowa,19,193
Metropolitan Statistical Area,Dakota County,Nebraska,31,043
Metropolitan Statistical Area,Dixon County,Nebraska,31,051
Metropolitan Statistical Area,Union County,South Dakota,46,127
Metropolitan Statistical Area,Lincoln County,South Dakota,46,083
Metropolitan Statistical Area,McCook County,South Dakota,46,087
Metropolitan Statistical Area,Minnehaha County,South Dakota,46,099
Metropolitan Statistical Area,Turner County,South Dakota,46,125
Micropolitan Statistical Area,Scurry County,Texas,48,415
Micropolitan Statistical Area,Pulaski County,Kentucky,21,199
Micropolitan Statistical Area,Somerset County,Pennsylvania,42,111
Micropolitan Statistical Area,Tuolumne County,California,06,109
Metropolitan Statistical Area,St. Joseph County,Indiana,18,141
Metropolitan Statistical Area,Cass County,Michigan,26,027
Metropolitan Statistical Area,Spartanburg County,South Carolina,45,083
Micropolitan Statistical Area,Lawrence County,South Dakota,46,081
Micropolitan Statistical Area,Clay County,Iowa,19,041
Micropolitan Statistical Area,Dickinson County,Iowa,19,059
Metropolitan Statistical Area,Spokane County,Washington,53,063
Metropolitan Statistical Area,Stevens County,Washington,53,065
Metropolitan Statistical Area,Menard County,Illinois,17,129
Metropolitan Statistical Area,Sangamon County,Illinois,17,167
Metropolitan Statistical Area,Franklin County,Massachusetts,25,011
Metropolitan Statistical Area,Hampden County,Massachusetts,25,013
Metropolitan Statistical Area,Hampshire County,Massachusetts,25,015
Metropolitan Statistical Area,Christian County,Missouri,29,043
Metropolitan Statistical Area,Dallas County,Missouri,29,059
Metropolitan Statistical Area,Greene County,Missouri,29,077
Metropolitan Statistical Area,Polk County,Missouri,29,167
Metropolitan Statistical Area,Webster County,Missouri,29,225
Metropolitan Statistical Area,Clark County,Ohio,39,023
Micropolitan Statistical Area,Oktibbeha County,Mississippi,28,105
Micropolitan Statistical Area,Webster County,Mississippi,28,155
Metropolitan Statistical Area,Centre County,Pennsylvania,42,027
Micropolitan Statistical Area,Bulloch County,Georgia,13,031
Metropolitan Statistical Area,Augusta County,Virginia,51,015
Metropolitan Statistical Area,Staunton city,Virginia,51,790
Metropolitan Statistical Area,Waynesboro city,Virginia,51,820
Micropolitan Statistical Area,Routt County,Colorado,08,107
Micropolitan Statistical Area,Erath County,Texas,48,143
Micropolitan Statistical Area,Logan County,Colorado,08,075
Micropolitan Statistical Area,Whiteside County,Illinois,17,195
Micropolitan Statistical Area,Portage County,Wisconsin,55,097
Micropolitan Statistical Area,Payne County,Oklahoma,40,119
Metropolitan Statistical Area,San Joaquin County,California,06,077
Micropolitan Statistical Area,Buena Vista County,Iowa,19,021
Micropolitan Statistical Area,St. Joseph County,Michigan,26,149
Micropolitan Statistical Area,Hopkins County,Texas,48,223
Micropolitan Statistical Area,Chattooga County,Georgia,13,055
Metropolitan Statistical Area,Clarendon County,South Carolina,45,027
Metropolitan Statistical Area,Sumter County,South Carolina,45,085
Micropolitan Statistical Area,Northumberland County,Pennsylvania,42,097
Micropolitan Statistical Area,Lassen County,California,06,035
Micropolitan Statistical Area,Nolan County,Texas,48,353
Metropolitan Statistical Area,Madison County,New York,36,053
Metropolitan Statistical Area,Onondaga County,New York,36,067
Metropolitan Statistical Area,Oswego County,New York,36,075
Micropolitan Statistical Area,Cherokee County,Oklahoma,40,021
Micropolitan Statistical Area,Talladega County,Alabama,01,121
Metropolitan Statistical Area,Gadsden County,Florida,12,039
Metropolitan Statistical Area,Jefferson County,Florida,12,065
Metropolitan Statistical Area,Leon County,Florida,12,073
Metropolitan Statistical Area,Wakulla County,Florida,12,129
Metropolitan Statistical Area,Hernando County,Florida,12,053
Metropolitan Statistical Area,Hillsborough County,Florida,12,057
Metropolitan Statistical Area,Pasco County,Florida,12,101
Metropolitan Statistical Area,Pinellas County,Florida,12,103
Micropolitan Statistical Area,Taos County,New Mexico,35,055
Micropolitan Statistical Area,Christian County,Illinois,17,021
Metropolitan Statistical Area,Clay County,Indiana,18,021
Metropolitan Statistical Area,Parke County,Indiana,18,121
Metropolitan Statistical Area,Sullivan County,Indiana,18,153
Metropolitan Statistical Area,Vermillion County,Indiana,18,165
Metropolitan Statistical Area,Vigo County,Indiana,18,167
Metropolitan Statistical Area,Little River County,Arkansas,05,081
Metropolitan Statistical Area,Miller County,Arkansas,05,091
Metropolitan Statistical Area,Bowie County,Texas,48,037
Micropolitan Statistical Area,Wasco County,Oregon,41,065
Metropolitan Statistical Area,Sumter County,Florida,12,119
Micropolitan Statistical Area,Upson County,Georgia,13,293
Micropolitan Statistical Area,Thomas County,Georgia,13,275
Micropolitan Statistical Area,Seneca County,Ohio,39,147
Micropolitan Statistical Area,Tift County,Georgia,13,277
Micropolitan Statistical Area,Stephens County,Georgia,13,257
Metropolitan Statistical Area,Fulton County,Ohio,39,051
Metropolitan Statistical Area,Lucas County,Ohio,39,095
Metropolitan Statistical Area,Ottawa County,Ohio,39,123
Metropolitan Statistical Area,Wood County,Ohio,39,173
Metropolitan Statistical Area,Jackson County,Kansas,20,085
Metropolitan Statistical Area,Jefferson County,Kansas,20,087
Metropolitan Statistical Area,Osage County,Kansas,20,139
Metropolitan Statistical Area,Shawnee County,Kansas,20,177
Metropolitan Statistical Area,Wabaunsee County,Kansas,20,197
Micropolitan Statistical Area,Litchfield County,Connecticut,09,005
Micropolitan Statistical Area,Benzie County,Michigan,26,019
Micropolitan Statistical Area,Grand Traverse County,Michigan,26,055
Micropolitan Statistical Area,Kalkaska County,Michigan,26,079
Micropolitan Statistical Area,Leelanau County,Michigan,26,089
Metropolitan Statistical Area,Mercer County,New Jersey,34,021
Micropolitan Statistical Area,Pike County,Alabama,01,109
Micropolitan Statistical Area,Nevada County,California,06,057
Metropolitan Statistical Area,Pima County,Arizona,04,019
Micropolitan Statistical Area,Coffee County,Tennessee,47,031
Micropolitan Statistical Area,Franklin County,Tennessee,47,051
Micropolitan Statistical Area,Moore County,Tennessee,47,127
Metropolitan Statistical Area,Creek County,Oklahoma,40,037
Metropolitan Statistical Area,Okmulgee County,Oklahoma,40,111
Metropolitan Statistical Area,Osage County,Oklahoma,40,113
Metropolitan Statistical Area,Pawnee County,Oklahoma,40,117
Metropolitan Statistical Area,Rogers County,Oklahoma,40,131
Metropolitan Statistical Area,Tulsa County,Oklahoma,40,143
Metropolitan Statistical Area,Wagoner County,Oklahoma,40,145
Micropolitan Statistical Area,Itawamba County,Mississippi,28,057
Micropolitan Statistical Area,Lee County,Mississippi,28,081
Micropolitan Statistical Area,Pontotoc County,Mississippi,28,115
Micropolitan Statistical Area,Prentiss County,Mississippi,28,117
Metropolitan Statistical Area,Greene County,Alabama,01,063
Metropolitan Statistical Area,Hale County,Alabama,01,065
Metropolitan Statistical Area,Pickens County,Alabama,01,107
Metropolitan Statistical Area,Tuscaloosa County,Alabama,01,125
Metropolitan Statistical Area,Jerome County,Idaho,16,053
Metropolitan Statistical Area,Twin Falls County,Idaho,16,083
Metropolitan Statistical Area,Smith County,Texas,48,423
Micropolitan Statistical Area,Mendocino County,California,06,045
Micropolitan Statistical Area,Union County,South Carolina,45,087
Micropolitan Statistical Area,Obion County,Tennessee,47,131
Micropolitan Statistical Area,Champaign County,Ohio,39,021
Metropolitan Statistical Area,Honolulu County,Hawaii,15,003
Metropolitan Statistical Area,Herkimer County,New York,36,043
Metropolitan Statistical Area,Oneida County,New York,36,065
Micropolitan Statistical Area,Uvalde County,Texas,48,463
Metropolitan Statistical Area,Brooks County,Georgia,13,027
Metropolitan Statistical Area,Echols County,Georgia,13,101
Metropolitan Statistical Area,Lanier County,Georgia,13,173
Metropolitan Statistical Area,Lowndes County,Georgia,13,185
Metropolitan Statistical Area,Solano County,California,06,095
Micropolitan Statistical Area,Van Wert County,Ohio,39,161
Micropolitan Statistical Area,Clay County,South Dakota,46,027
Micropolitan Statistical Area,Uintah County,Utah,49,047
Micropolitan Statistical Area,Wilbarger County,Texas,48,487
Micropolitan Statistical Area,Warren County,Mississippi,28,149
Metropolitan Statistical Area,Goliad County,Texas,48,175
Metropolitan Statistical Area,Victoria County,Texas,48,469
Micropolitan Statistical Area,Montgomery County,Georgia,13,209
Micropolitan Statistical Area,Toombs County,Georgia,13,279
Micropolitan Statistical Area,Knox County,Indiana,18,083
Metropolitan Statistical Area,Cumberland County,New Jersey,34,011
Micropolitan Statistical Area,Dukes County,Massachusetts,25,007
Metropolitan Statistical Area,Camden County,North Carolina,37,029
Metropolitan Statistical Area,Currituck County,North Carolina,37,053
Metropolitan Statistical Area,Gates County,North Carolina,37,073
Metropolitan Statistical Area,Gloucester County,Virginia,51,073
Metropolitan Statistical Area,Isle of Wight County,Virginia,51,093
Metropolitan Statistical Area,James City County,Virginia,51,095
Metropolitan Statistical Area,Mathews County,Virginia,51,115
Metropolitan Statistical Area,Southampton County,Virginia,51,175
Metropolitan Statistical Area,York County,Virginia,51,199
Metropolitan Statistical Area,Chesapeake city,Virginia,51,550
Metropolitan Statistical Area,Franklin city,Virginia,51,620
Metropolitan Statistical Area,Hampton city,Virginia,51,650
Metropolitan Statistical Area,Newport News city,Virginia,51,700
Metropolitan Statistical Area,Norfolk city,Virginia,51,710
Metropolitan Statistical Area,Poquoson city,Virginia,51,735
Metropolitan Statistical Area,Portsmouth city,Virginia,51,740
Metropolitan Statistical Area,Suffolk city,Virginia,51,800
Metropolitan Statistical Area,Virginia Beach city,Virginia,51,810
Metropolitan Statistical Area,Williamsburg city,Virginia,51,830
Metropolitan Statistical Area,Tulare County,California,06,107
Micropolitan Statistical Area,Wabash County,Indiana,18,169
Metropolitan Statistical Area,Falls County,Texas,48,145
Metropolitan Statistical Area,McLennan County,Texas,48,309
Micropolitan Statistical Area,Wilkin County,Minnesota,27,167
Micropolitan Statistical Area,Richland County,North Dakota,38,077
Metropolitan Statistical Area,Walla Walla County,Washington,53,071
Micropolitan Statistical Area,Auglaize County,Ohio,39,011
Metropolitan Statistical Area,Houston County,Georgia,13,153
Metropolitan Statistical Area,Peach County,Georgia,13,225
Micropolitan Statistical Area,Warren County,Pennsylvania,42,123
Micropolitan Statistical Area,Johnson County,Missouri,29,101
Micropolitan Statistical Area,Kosciusko County,Indiana,18,085
Micropolitan Statistical Area,Daviess County,Indiana,18,027
Micropolitan Statistical Area,Beaufort County,North Carolina,37,013
Metropolitan Statistical Area,Frederick County,Maryland,24,021
Metropolitan Statistical Area,Montgomery County,Maryland,24,031
Metropolitan Statistical Area,District of Columbia,District of Columbia,11,001
Metropolitan Statistical Area,Calvert County,Maryland,24,009
Metropolitan Statistical Area,Charles County,Maryland,24,017
Metropolitan Statistical Area,Prince George's County,Maryland,24,033
Metropolitan Statistical Area,Arlington County,Virginia,51,013
Metropolitan Statistical Area,Clarke County,Virginia,51,043
Metropolitan Statistical Area,Culpeper County,Virginia,51,047
Metropolitan Statistical Area,Fairfax County,Virginia,51,059
Metropolitan Statistical Area,Fauquier County,Virginia,51,061
Metropolitan Statistical Area,Loudoun County,Virginia,51,107
Metropolitan Statistical Area,Madison County,Virginia,51,113
Metropolitan Statistical Area,Prince William County,Virginia,51,153
Metropolitan Statistical Area,Rappahannock County,Virginia,51,157
Metropolitan Statistical Area,Spotsylvania County,Virginia,51,177
Metropolitan Statistical Area,Stafford County,Virginia,51,179
Metropolitan Statistical Area,Warren County,Virginia,51,187
Metropolitan Statistical Area,Alexandria city,Virginia,51,510
Metropolitan Statistical Area,Fairfax city,Virginia,51,600
Metropolitan Statistical Area,Falls Church city,Virginia,51,610
Metropolitan Statistical Area,Fredericksburg city,Virginia,51,630
Metropolitan Statistical Area,Manassas city,Virginia,51,683
Metropolitan Statistical Area,Manassas Park city,Virginia,51,685
Metropolitan Statistical Area,Jefferson County,West Virginia,54,037
Micropolitan Statistical Area,Fayette County,Ohio,39,047
Metropolitan Statistical Area,Black Hawk County,Iowa,19,013
Metropolitan Statistical Area,Bremer County,Iowa,19,017
Metropolitan Statistical Area,Grundy County,Iowa,19,075
Micropolitan Statistical Area,Codington County,South Dakota,46,029
Micropolitan Statistical Area,Hamlin County,South Dakota,46,057
Micropolitan Statistical Area,Jefferson County,Wisconsin,55,055
Metropolitan Statistical Area,Jefferson County,New York,36,045
Micropolitan Statistical Area,Hardee County,Florida,12,049
Metropolitan Statistical Area,Lincoln County,Wisconsin,55,069
Metropolitan Statistical Area,Marathon County,Wisconsin,55,073
Micropolitan Statistical Area,Pierce County,Georgia,13,229
Micropolitan Statistical Area,Ware County,Georgia,13,299
Micropolitan Statistical Area,Custer County,Oklahoma,40,039
Metropolitan Statistical Area,Jefferson County,Ohio,39,081
Metropolitan Statistical Area,Brooke County,West Virginia,54,009
Metropolitan Statistical Area,Hancock County,West Virginia,54,029
Metropolitan Statistical Area,Chelan County,Washington,53,007
Metropolitan Statistical Area,Douglas County,Washington,53,017
Micropolitan Statistical Area,Howell County,Missouri,29,091
Micropolitan Statistical Area,Clay County,Mississippi,28,025
Metropolitan Statistical Area,Belmont County,Ohio,39,013
Metropolitan Statistical Area,Marshall County,West Virginia,54,051
Metropolitan Statistical Area,Ohio County,West Virginia,54,069
Micropolitan Statistical Area,Walworth County,Wisconsin,55,127
Metropolitan Statistical Area,Butler County,Kansas,20,015
Metropolitan Statistical Area,Harvey County,Kansas,20,079
Metropolitan Statistical Area,Sedgwick County,Kansas,20,173
Metropolitan Statistical Area,Sumner County,Kansas,20,191
Metropolitan Statistical Area,Archer County,Texas,48,009
Metropolitan Statistical Area,Clay County,Texas,48,077
Metropolitan Statistical Area,Wichita County,Texas,48,485
Metropolitan Statistical Area,Lycoming County,Pennsylvania,42,081
Micropolitan Statistical Area,Williams County,North Dakota,38,105
Micropolitan Statistical Area,Kandiyohi County,Minnesota,27,067
Metropolitan Statistical Area,New Hanover County,North Carolina,37,129
Metropolitan Statistical Area,Pender County,North Carolina,37,141
Micropolitan Statistical Area,Clinton County,Ohio,39,027
Micropolitan Statistical Area,Wilson County,North Carolina,37,195
Metropolitan Statistical Area,Frederick County,Virginia,51,069
Metropolitan Statistical Area,Winchester city,Virginia,51,840
Metropolitan Statistical Area,Hampshire County,West Virginia,54,027
Micropolitan Statistical Area,Cowley County,Kansas,20,035
Micropolitan Statistical Area,Humboldt County,Nevada,32,013
Micropolitan Statistical Area,Winona County,Minnesota,27,169
Metropolitan Statistical Area,Davidson County,North Carolina,37,057
Metropolitan Statistical Area,Davie County,North Carolina,37,059
Metropolitan Statistical Area,Forsyth County,North Carolina,37,067
Metropolitan Statistical Area,Stokes County,North Carolina,37,169
Metropolitan Statistical Area,Yadkin County,North Carolina,37,197
Micropolitan Statistical Area,Wood County,Wisconsin,55,141
Micropolitan Statistical Area,Ellis County,Oklahoma,40,045
Micropolitan Statistical Area,Woodward County,Oklahoma,40,153
Micropolitan Statistical Area,Wayne County,Ohio,39,169
Metropolitan Statistical Area,Windham County,Connecticut,09,015
Metropolitan Statistical Area,Worcester County,Massachusetts,25,027
Micropolitan Statistical Area,Nobles County,Minnesota,27,105
Metropolitan Statistical Area,Yakima County,Washington,53,077
Micropolitan Statistical Area,Yankton County,South Dakota,46,135
Metropolitan Statistical Area,Guánica Municipio,Puerto Rico,72,055
Metropolitan Statistical Area,Guayanilla Municipio,Puerto Rico,72,059
Metropolitan Statistical Area,Peñuelas Municipio,Puerto Rico,72,111
Metropolitan Statistical Area,Yauco Municipio,Puerto Rico,72,153
Metropolitan Statistical Area,York County,Pennsylvania,42,133
Metropolitan Statistical Area,Mahoning County,Ohio,39,099
Metropolitan Statistical Area,Trumbull County,Ohio,39,155
Metropolitan Statistical Area,Mercer County,Pennsylvania,42,085
Metropolitan Statistical Area,Sutter County,California,06,101
Metropolitan Statistical Area,Yuba County,California,06,115
Metropolitan Statistical Area,Yuma County,Arizona,04,027
Micropolitan Statistical Area,Muskingum County,Ohio,39,119
Micropolitan Statistical Area,Zapata County,Texas,48,505
,,,,
,,,,
,,,,
